,movie,chapter,character,dialog,movie_number
3376,Harry Potter and the Gobelt of Fire,Dreams and Suspicions,Harry Potter,I haven't stolen anything.,4
3377,Harry Potter and the Gobelt of Fire,Dreams and Suspicions,Severus Snape,"Don't lie to me. Gilliweed might be innocuous, but boomslang skin? lacewing flies? You and your friends are brewing polyjuice potion and believe me I'm going to find out why.",4
3378,Harry Potter and the Gobelt of Fire,The Third Task,Albus Dumbledore,Earlier today Professor Moody placed the tri-wizards cup deep within the maze. Only he knows its exact position. Now as Mr Diggory...,4
3379,Harry Potter and the Gobelt of Fire,The Third Task,Albus Dumbledore,and Mr Potter tied for first position they will be the first to enter the maze. Followed by Mr Krum...,4
3380,Harry Potter and the Gobelt of Fire,The Third Task,Albus Dumbledore,"The first person to touch the cup will be the winner. I've instructed the staff to patrol the perimeter, if at any point should a contestant wish to withdraw from the task he or she need only send up red sparks with their wands. Contestants, gather round.",4
3381,Harry Potter and the Gobelt of Fire,The Third Task,Albus Dumbledore,"In the maze you'll find not dragons or creatures of the deep. Instead you'll face something more challenging. You see, people change in the maze. Oh find the cup if you can, but be very weary you could just lose yourselves along the way.",4
3382,Harry Potter and the Gobelt of Fire,The Third Task,Alastor Moody,Champions! Prepare yourselves.,4
3383,Harry Potter and the Gobelt of Fire,The Third Task,Albus Dumbledore,On the count of three... ONE...,4
3384,Harry Potter and the Gobelt of Fire,The Third Task,Harry Potter,Fleur? Fleur!,4
3385,Harry Potter and the Gobelt of Fire,The Third Task,Cedric Diggory,Get down!,4
3386,Harry Potter and the Gobelt of Fire,The Third Task,Harry Potter,No stop! He's bewitched Cedric.,4
3387,Harry Potter and the Gobelt of Fire,The Third Task,Cedric Diggory,Get off me!,4
3388,Harry Potter and the Gobelt of Fire,The Third Task,Harry Potter,He's bewitched!,4
3389,Harry Potter and the Gobelt of Fire,The Third Task,Cedric Diggory,Harry! Harry!,4
3390,Harry Potter and the Gobelt of Fire,The Third Task,Cedric Diggory,You know for a moment there I thought you were gonna let it get me.,4
3391,Harry Potter and the Gobelt of Fire,The Third Task,Harry Potter,For a moment so did I.,4
3392,Harry Potter and the Gobelt of Fire,The Third Task,Cedric Diggory,Some game huh?,4
3393,Harry Potter and the Gobelt of Fire,The Third Task,Harry Potter,Some game.,4
3394,Harry Potter and the Gobelt of Fire,The Third Task,Cedric Diggory,"Go. Take it, you saved me!",4
3395,Harry Potter and the Gobelt of Fire,The Third Task,Harry Potter,"Together, on three. One, two, three!",4
3396,Harry Potter and the Gobelt of Fire,"Flesh, Blood and Bone",Cedric Diggory,You ok?,4
3397,Harry Potter and the Gobelt of Fire,"Flesh, Blood and Bone",Harry Potter,"Yeah, you?",4
3398,Harry Potter and the Gobelt of Fire,"Flesh, Blood and Bone",Cedric Diggory,Where are we?,4
3399,Harry Potter and the Gobelt of Fire,"Flesh, Blood and Bone",Harry Potter,I've been here before.,4
3400,Harry Potter and the Gobelt of Fire,"Flesh, Blood and Bone",Cedric Diggory,It's a portkey. Harry the cup is a portkey.,4
3401,Harry Potter and the Gobelt of Fire,"Flesh, Blood and Bone",Harry Potter,"I've been here before in a dream. Cedric, we have to get back to the cup? Now!",4
3402,Harry Potter and the Gobelt of Fire,"Flesh, Blood and Bone",Cedric Diggory,What are you talking about?,4
3403,Harry Potter and the Gobelt of Fire,"Flesh, Blood and Bone",Cedric Diggory,What is it?,4
3404,Harry Potter and the Gobelt of Fire,"Flesh, Blood and Bone",Harry Potter,Get back to the cup!,4
3405,Harry Potter and the Gobelt of Fire,"Flesh, Blood and Bone",Cedric Diggory,Who are you? What do you want?,4
3406,Harry Potter and the Gobelt of Fire,"Flesh, Blood and Bone",Voldemort,Kill the spare.,4
3407,Harry Potter and the Gobelt of Fire,"Flesh, Blood and Bone",Harry Potter,Cedric!,4
3408,Harry Potter and the Gobelt of Fire,"Flesh, Blood and Bone",Voldemort,"Do it, now!",4
3409,Harry Potter and the Gobelt of Fire,"Flesh, Blood and Bone",Peter Pettigrew,"Bones of the father, unwillingly given.",4
3410,Harry Potter and the Gobelt of Fire,"Flesh, Blood and Bone",Peter Pettigrew,Flesh of the servent willingly sacrificed.,4
3411,Harry Potter and the Gobelt of Fire,"Flesh, Blood and Bone",Peter Pettigrew,Blood of the enemy forcibly taken.,4
3412,Harry Potter and the Gobelt of Fire,"Flesh, Blood and Bone",Peter Pettigrew,The dark lord shall rise again.,4
3413,Harry Potter and the Gobelt of Fire,"Flesh, Blood and Bone",Voldemort,My wand Wormtail.,4
3414,Harry Potter and the Gobelt of Fire,"Flesh, Blood and Bone",Voldemort,Hold out your arm.,4
3415,Harry Potter and the Gobelt of Fire,"Flesh, Blood and Bone",Peter Pettigrew,Master. Thank you master.,4
3416,Harry Potter and the Gobelt of Fire,"Flesh, Blood and Bone",Voldemort,The other arm Wormtail.,4
3417,Harry Potter and the Gobelt of Fire,The Death Eaters,Voldemort,"Welcome my friends. Thirty years it's been, and yet you stand before me as though it were only yesterday. I confess myself disappointed, not one of you tried to find me.",4
3418,Harry Potter and the Gobelt of Fire,The Death Eaters,Voldemort,"Not even you, Lucius.",4
3419,Harry Potter and the Gobelt of Fire,The Death Eaters,Lucius Malfoy,My lord. Had I detected any sign or even a whisper of your whereabouts.,4
3420,Harry Potter and the Gobelt of Fire,The Death Eaters,Voldemort,"There were signs my friend, and more than whispers.",4
3421,Harry Potter and the Gobelt of Fire,The Death Eaters,Lucius Malfoy,"I assure you I never renounced the old ways. The face I have been obliged to present each day since your absence, that was my true mask.",4
3422,Harry Potter and the Gobelt of Fire,The Death Eaters,Peter Pettigrew,I returned.,4
3423,Harry Potter and the Gobelt of Fire,The Death Eaters,Voldemort,"Out of fear, not loyalty. Still you have proved yourself useful these past few months Wormtail.",4
3424,Harry Potter and the Gobelt of Fire,The Death Eaters,Peter Pettigrew,"Thank you master, thank you.",4
3425,Harry Potter and the Gobelt of Fire,The Death Eaters,Voldemort,"Oh, such a handsome boy.",4
3426,Harry Potter and the Gobelt of Fire,The Death Eaters,Harry Potter,Don't touch him.,4
3427,Harry Potter and the Gobelt of Fire,The Death Eaters,Voldemort,"Harry! I'd almost forgotten you were here. Standing on the bones of my father. I'd introduce you but word has it you're almost as famous as me these days. The boy who lived. How lies have fed your legend Harry. Shall I reveal what really happened that night thirteen years ago? Shall I divulge how I truly lost my powers? It was love. You see when dear sweet Lily Potter gave her life for her only son she provided the ultimate protection. I could not touch you. It was old magic, something I should have forseen. But no matter, no matter. Things have changed, I can touch you now!",4
3428,Harry Potter and the Gobelt of Fire,The Death Eaters,Voldemort,"Astonishing what a few drops of your blood will do eh Harry? Pick up your wand Potter. I said pick it up, get up. Get up! You've been taught how to duel I presume yes? First we bow to each other. Come on now Harry the niceties must be observed, Dumbledore would not want you to forget your manners now would he? I said bow!",4
3429,Harry Potter and the Gobelt of Fire,The Death Eaters,Voldemort,That's better. And now...,4
3430,Harry Potter and the Gobelt of Fire,The Death Eaters,Voldemort,"Atta boy Harry, your parents would be proud. Especially your filthy mongrel mother. I'm going to kill you Harry Potter, I'm going to destroy you. After tonight no one will ever again question my powers. After tonight if they speak of you they'll speak only of how you begged for death, and I being a merciful lord obliged. Get up.",4
3431,Harry Potter and the Gobelt of Fire,The Death Eaters,Voldemort,"Don't you turn your back on me Harry Potter I want you to look at me when I kill you, I want to see the lights leave your eyes.",4
3432,Harry Potter and the Gobelt of Fire,The Death Eaters,Harry Potter,Have it your way.,4
3433,Harry Potter and the Gobelt of Fire,The Death Eaters,Voldemort,Do nothing. He is mine to finish. He's mine!,4
3434,Harry Potter and the Gobelt of Fire,Priori Incantatem,James Potter,"Harry when the connection is broken you must get to the portkey. We can delay it for a moment to give you time but only a moment, do you understand?",4
3435,Harry Potter and the Gobelt of Fire,Priori Incantatem,Cedric Diggory,Harry take my body back will you? Take my body back to my father.,4
3436,Harry Potter and the Gobelt of Fire,Priori Incantatem,Lily Potter,Let go. Sweetheart you're ready. Let go! Let go!,4
3437,Harry Potter and the Gobelt of Fire,Priori Incantatem,Voldemort,No!,4
3438,Harry Potter and the Gobelt of Fire,Priori Incantatem,Albus Dumbledore,Harry! Harry!,4
3439,Harry Potter and the Gobelt of Fire,Priori Incantatem,Albus Dumbledore,Tell me what happened!,4
3440,Harry Potter and the Gobelt of Fire,Priori Incantatem,Harry Potter,"He's back, he's back! Voldemort's back. Cedric, he asked me to bring his body back. I couldn't leave him, not there.",4
3441,Harry Potter and the Gobelt of Fire,Priori Incantatem,Albus Dumbledore,"It's alright Harry. It's alright, he's home, you both are.",4
3442,Harry Potter and the Gobelt of Fire,Priori Incantatem,Cornelius Fudge,"Keep everybody in their seats. A boy has just been killed. The body must be moved Dumbledore, there are... too many people.",4
3443,Harry Potter and the Gobelt of Fire,Priori Incantatem,Amos Diggory,Let me through! That's my son! My boy!,4
3444,Harry Potter and the Gobelt of Fire,Veritaserum,Alastor Moody,Are you alright Potter?,4
3445,Harry Potter and the Gobelt of Fire,Veritaserum,Alastor Moody,Does it hurt?,4
3446,Harry Potter and the Gobelt of Fire,Veritaserum,Harry Potter,Not so much now.,4
3447,Harry Potter and the Gobelt of Fire,Veritaserum,Alastor Moody,I'd better take a look at it.,4
3448,Harry Potter and the Gobelt of Fire,Veritaserum,Harry Potter,The cup was a portkey. Someone had bewitched it.,4
3449,Harry Potter and the Gobelt of Fire,Veritaserum,Alastor Moody,What was it like? What was he like?,4
3450,Harry Potter and the Gobelt of Fire,Veritaserum,Harry Potter,Who?,4
3451,Harry Potter and the Gobelt of Fire,Veritaserum,Alastor Moody,The dark lord. What was it like to stand in his presence?,4
3452,Harry Potter and the Gobelt of Fire,Veritaserum,Harry Potter,I dunno. It was like I'd fallen into one of my dreams. One of my nightmares.,4
3453,Harry Potter and the Gobelt of Fire,Veritaserum,Alastor Moody,"Were there others? In the graveyard, were there others?",4
3454,Harry Potter and the Gobelt of Fire,Veritaserum,Harry Potter,Um. I don't think I said anything about a graveyard Professor.,4
3455,Harry Potter and the Gobelt of Fire,Veritaserum,Alastor Moody,Marvellous creatures dragons aren't they? Do you think that miserable oaf would have led you into the woods if I hadn't suggested it? Do you think Cedric Diggory would have told you to hold the egg under the water if I hadn't have told him first myself? Do you think Neville Longbottom the witless wonder could have provided you with gilliweed if I hadn't have given him the book that led you straight to it? Huh??,4
3456,Harry Potter and the Gobelt of Fire,Veritaserum,Harry Potter,It was you from the beginning. You put my name in the goblet of fire. You bewitched Krum. But...,4
3457,Harry Potter and the Gobelt of Fire,Veritaserum,Alastor Moody,You won because I made it so Potter. You ended up in that graveyard tonight because it was meant to be so. And now the deed is done. The blood that runs through these veins runs within the dark lord. Imagine how he will reward me when he learns that I have once and for all silenced the great Harry Potter.,4
3458,Harry Potter and the Gobelt of Fire,Veritaserum,Albus Dumbledore,Severus...,4
3459,Harry Potter and the Gobelt of Fire,Veritaserum,Albus Dumbledore,Do you know who I am?,4
3460,Harry Potter and the Gobelt of Fire,Veritaserum,Alastor Moody,Albus Dumbledore.,4
3461,Harry Potter and the Gobelt of Fire,Veritaserum,Albus Dumbledore,Are you Alastor Moody? Are ya?,4
3462,Harry Potter and the Gobelt of Fire,Veritaserum,Alastor Moody,No.,4
3463,Harry Potter and the Gobelt of Fire,Veritaserum,Albus Dumbledore,Is he in this room? Is he in this room?,4
3464,Harry Potter and the Gobelt of Fire,Veritaserum,Albus Dumbledore,Harry get away from there!,4
3465,Harry Potter and the Gobelt of Fire,Veritaserum,Albus Dumbledore,Are you alright Alastor?,4
3466,Harry Potter and the Gobelt of Fire,Veritaserum,Alastor Moody,I'm sorry Albus.,4
3467,Harry Potter and the Gobelt of Fire,Veritaserum,Harry Potter,"That's Moody, but then who's...?",4
3468,Harry Potter and the Gobelt of Fire,Veritaserum,Severus Snape,Polyjuice potion.,4
3469,Harry Potter and the Gobelt of Fire,Veritaserum,Albus Dumbledore,Now we know who's been stealing it from your store Severus.,4
3470,Harry Potter and the Gobelt of Fire,Veritaserum,Albus Dumbledore,We'll get you up in a minute.,4
3471,Harry Potter and the Gobelt of Fire,Veritaserum,Albus Dumbledore,Barty Crouch Junior.,4
3472,Harry Potter and the Gobelt of Fire,Veritaserum,Bartemius Crouch Junior,I'll show you mine if you show me yours.,4
3473,Harry Potter and the Gobelt of Fire,Veritaserum,Albus Dumbledore,Your arm Harry.,4
3474,Harry Potter and the Gobelt of Fire,Veritaserum,Bartemius Crouch Junior,You know what this means don't you? He's back. Lord Voldemort has returned.,4
3475,Harry Potter and the Gobelt of Fire,Veritaserum,Albus Dumbledore,"Send an owl to Azkaban, think they'll find they're missing a prisoner.",4
3476,Harry Potter and the Gobelt of Fire,Veritaserum,Bartemius Crouch Junior,I'll be welcomed back like a hero.,4
3477,Harry Potter and the Gobelt of Fire,Veritaserum,Albus Dumbledore,Perhaps. Personally I've never had much time for heroes.,4
3478,Harry Potter and the Gobelt of Fire,Parting Ways,Albus Dumbledore,"Today we acknowledge a really terrible loss. Cedric Diggory was as you all know, exceptionally hard working, intricately fair minded. And most importantly a fierce fierce friend. I think therefore you have the right to know exactly how he died. You see, Cedric Diggory was murdered by Lord Voldemort. The ministry of magic does not wish me to tell you this. But not to do so I think would be an insult to his memory. Now the pain we all feel at this dreadful loss reminds me, reminds us that while we may come from different places and speak in different tongues, our hearts beat as one. In light of recent events the bonds of friendship we made this year will be more important than ever. Remember that and Cedric Diggory will not have died in vain, you remember that. And we'll celebrate a boy who was kind and honest and brave and true right to the very end.",4
3479,Harry Potter and the Gobelt of Fire,Parting Ways,Albus Dumbledore,"I never liked these curtains. Set them on fire in my fourth year, by accident of course. I put you in terrible danger this year Harry I'm sorry.",4
3480,Harry Potter and the Gobelt of Fire,Parting Ways,Harry Potter,"Professor, when I was in the graveyard there was a moment... um... when Voldemort's wand and mine sort of connected.",4
3481,Harry Potter and the Gobelt of Fire,Parting Ways,Albus Dumbledore,Priori Incantatem. You saw your parents that night didn't you? They reappeared.,4
3482,Harry Potter and the Gobelt of Fire,Parting Ways,Albus Dumbledore,"No spell can reawaken the dead Harry I trust you know that. Dark and diffiult times lie ahead. Soon we must all face the choice between what is right what is easy. But remember this, you have friends here. You're not alone.",4
3483,Harry Potter and the Gobelt of Fire,Parting Ways,Viktor Krum,Write to me. Promise.,4
3484,Harry Potter and the Gobelt of Fire,Parting Ways,Hermione Granger,Bye.,4
3485,Harry Potter and the Gobelt of Fire,Parting Ways,Fleur Delacour,Au revoir Ron.,4
3486,Harry Potter and the Gobelt of Fire,Parting Ways,Ron Weasley,Do you think we'll ever just have a quiet year at Hogwarts?,4
3487,Harry Potter and the Gobelt of Fire,Parting Ways,Hermione Granger,No.,4
3488,Harry Potter and the Gobelt of Fire,Parting Ways,Harry Potter,No I don't think so.,4
3489,Harry Potter and the Gobelt of Fire,Parting Ways,Hermione Granger,Everything's going to change now isn't it?,4
3490,Harry Potter and the Gobelt of Fire,Parting Ways,Harry Potter,Yes.,4
3491,Harry Potter and the Gobelt of Fire,Parting Ways,Hermione Granger,Promise you'll write this summer. Both of you.,4
3492,Harry Potter and the Gobelt of Fire,Parting Ways,Ron Weasley,Well I won't. You know I won't!,4
3493,Harry Potter and the Gobelt of Fire,Parting Ways,Hermione Granger,Harry will won't you?,4
3494,Harry Potter and the Order of the Phoenix,Dudley Demented,Dudley Dursley,"Oh, it's you.",5
3495,Harry Potter and the Order of the Phoenix,Dudley Demented,Gang thug,"What should we do with him, Big D?",5
3496,Harry Potter and the Order of the Phoenix,Dudley Demented,Harry Potter,"Big D? Cool name, but to me, you'll always be Ikkle Duddicums.",5
3497,Harry Potter and the Order of the Phoenix,Dudley Demented,Dudley Dursley,Shut up!,5
3498,Harry Potter and the Order of the Phoenix,Dudley Demented,Dudley Dursley,"Ooo, tough guy. Not so tough in your bed, are you?",5
3499,Harry Potter and the Order of the Phoenix,Dudley Demented,Harry Potter,What?,5
3500,Harry Potter and the Order of the Phoenix,Dudley Demented,Arabella Figg,"You boys go home now, or I'll be calling your parents!",5
3501,Harry Potter and the Order of the Phoenix,Dudley Demented,Dudley Dursley,"I heard you talking in your sleep, last night. Crying. ""No, don't kill Cedric, don't kill Cedric! Dad, help me, heeelp me! He's going to kill me! Boo-hoo!""",5
3502,Harry Potter and the Order of the Phoenix,Dudley Demented,Harry Potter,"Shut up, Dudley. I'm warning you...",5
3503,Harry Potter and the Order of the Phoenix,Dudley Demented,Dudley Dursley,Why should I?,5
3504,Harry Potter and the Order of the Phoenix,Dudley Demented,Harry Potter,Because if you don't I'll turn you into the idiot pig you are!,5
3505,Harry Potter and the Order of the Phoenix,Dudley Demented,Harry Potter,"Not so brave now, are you Duddykins? Now tell your little friends to go away.",5
3506,Harry Potter and the Order of the Phoenix,Dudley Demented,Dudley Dursley,G-go home!,5
3507,Harry Potter and the Order of the Phoenix,Dudley Demented,Gang thug,What?,5
3508,Harry Potter and the Order of the Phoenix,Dudley Demented,Dudley Dursley,Get out of here!,5
3509,Harry Potter and the Order of the Phoenix,Dudley Demented,Harry Potter,Don't you ever speak about that again. You understand?,5
3510,Harry Potter and the Order of the Phoenix,Dudley Demented,Dudley Dursley,Don't point that thing at me!,5
3511,Harry Potter and the Order of the Phoenix,Dudley Demented,Harry Potter,"I said, DO YOU UNDERSTAND? !",5
3512,Harry Potter and the Order of the Phoenix,Dudley Demented,Dudley Dursley,What's happening?,5
3513,Harry Potter and the Order of the Phoenix,Dudley Demented,Harry Potter,Quiet!,5
3514,Harry Potter and the Order of the Phoenix,Dudley Demented,Harry Potter,Dudley! Run!,5
3515,Harry Potter and the Order of the Phoenix,Dudley Demented,Harry Potter,"Come on! They break into a run. A dementor drifts into the alleyway in front of them. Skidding to a stop, Harry turns around, to find the other dementor cutting off the way back.",5
3516,Harry Potter and the Order of the Phoenix,Dudley Demented,Harry Potter,"Dudley, no!",5
3517,Harry Potter and the Order of the Phoenix,Dudley Demented,Harry Potter,Lumos!,5
3518,Harry Potter and the Order of the Phoenix,Dudley Demented,Harry Potter,"""Expecto Patronum!'",5
3519,Harry Potter and the Order of the Phoenix,Dudley Demented,Voldemort,"Bow to death, Harry...",5
3520,Harry Potter and the Order of the Phoenix,Dudley Demented,Lily potter,Haaaaaaaarry!...,5
3521,Harry Potter and the Order of the Phoenix,Dudley Demented,Harry Potter,"""Expecto Patronum! '",5
3522,Harry Potter and the Order of the Phoenix,Dudley Demented,Vernon Dursley,What the heii are those?,5
3523,Harry Potter and the Order of the Phoenix,Dudley Demented,Harry Potter,Dementors.,5
3524,Harry Potter and the Order of the Phoenix,Dudley Demented,Petunia Dursley,"What happened, Duddikins?",5
3525,Harry Potter and the Order of the Phoenix,Dudley Demented,Vernon Dursley,What the hell is a dementoid?,5
3526,Harry Potter and the Order of the Phoenix,Dudley Demented,Petunia Dursley,They didn't--?,5
3527,Harry Potter and the Order of the Phoenix,Dudley Demented,Harry Potter,No.,5
3528,Harry Potter and the Order of the Phoenix,Dudley Demented,Vernon Dursley,I want some answers!,5
3529,Harry Potter and the Order of the Phoenix,Dudley Demented,Harry Potter,We were attacked.,5
3530,Harry Potter and the Order of the Phoenix,Dudley Demented,Vernon Dursley,By those...things?,5
3531,Harry Potter and the Order of the Phoenix,Dudley Demented,Harry Potter,"They're evil. If they get the chance, they'll suck your soul out through your mouth.",5
3532,Harry Potter and the Order of the Phoenix,Dudley Demented,Vernon Dursley,How do you know that?,5
3533,Harry Potter and the Order of the Phoenix,Dudley Demented,Vernon Dursley,"Fought 'em off, eh, Dud? Gave 'em the ol' one-two?",5
3534,Harry Potter and the Order of the Phoenix,Dudley Demented,Harry Potter,You can't give a Dementor the 'ol one-two.',5
3535,Harry Potter and the Order of the Phoenix,Dudley Demented,Vernon Dursley,Why is he all right then?,5
3536,Harry Potter and the Order of the Phoenix,Dudley Demented,Harry Potter,Because I used magic to save his,5
3537,Harry Potter and the Order of the Phoenix,The Advance Guard,Harry Potter,Lumos!,5
3538,Harry Potter and the Order of the Phoenix,The Advance Guard,Vernon Dursley,Who are all you lot?,5
3539,Harry Potter and the Order of the Phoenix,The Advance Guard,Alastor Moody,"Quiet, Dursley.",5
3540,Harry Potter and the Order of the Phoenix,The Advance Guard,Remus Lupin,"Harry, douse the light. We're exposed here.",5
3541,Harry Potter and the Order of the Phoenix,The Advance Guard,Harry Potter,What are you doing here?,5
3542,Harry Potter and the Order of the Phoenix,The Advance Guard,Remus Lupin,"We're your advanced guard, Harry. Dumbledore just sent us as soon as he heard about the attack. We're taking you to safety. We're just waiting for the all clear.",5
3543,Harry Potter and the Order of the Phoenix,The Advance Guard,Harry Potter,How'd he know? It just happened!,5
3544,Harry Potter and the Order of the Phoenix,The Advance Guard,Remus Lupin,"You didn't think Dumbledore'd let you wander around on your own, did you?",5
3545,Harry Potter and the Order of the Phoenix,The Advance Guard,Remus Lupin,"Harry, I don't believe you've met Nymphadora Tonks.",5
3546,Harry Potter and the Order of the Phoenix,The Advance Guard,Remus Lupin,"Tonks, would you go get Harry's broom from the house?",5
3547,Harry Potter and the Order of the Phoenix,The Advance Guard,Harry Potter,What's been going on? What's Lord Vol-,5
3548,Harry Potter and the Order of the Phoenix,The Advance Guard,Alastor Moody,"We're not talking about it here, it's too risky.",5
3549,Harry Potter and the Order of the Phoenix,The Advance Guard,Alastor Moody,Blast it.,5
3550,Harry Potter and the Order of the Phoenix,The Advance Guard,Nymphadora Tonks,"Mad-eye, dear, you do realize that's disgusting?",5
3551,Harry Potter and the Order of the Phoenix,The Advance Guard,Alastor Moody,I want 365 degree visibility on the return trip.,5
3552,Harry Potter and the Order of the Phoenix,The Advance Guard,Harry Potter,How are we getting there?,5
3553,Harry Potter and the Order of the Phoenix,The Advance Guard,Remus Lupin,Brooms.,5
3554,Harry Potter and the Order of the Phoenix,The Advance Guard,Kingsley Shacklebolt,There's the first signal.,5
3555,Harry Potter and the Order of the Phoenix,The Advance Guard,Alastor Moody,"Right, let's go.",5
3556,Harry Potter and the Order of the Phoenix,The Advance Guard,Remus Lupin,"On your broom, Harry.",5
3557,Harry Potter and the Order of the Phoenix,The Advance Guard,Alastor Moody,Form up! Form up around Harry. Make it snappy! The advanced guard surrounds Harry.,5
3558,Harry Potter and the Order of the Phoenix,The Advance Guard,Nymphadora Tonks,"Stop being so cheerful, Mad-eye.",5
3559,Harry Potter and the Order of the Phoenix,The Advance Guard,Alastor Moody,We must be ready. This would be the perfect moment for Voldemort to strike Harry.,5
3560,Harry Potter and the Order of the Phoenix,The Advance Guard,Harry Potter,"Uh, is that very likely?",5
3561,Harry Potter and the Order of the Phoenix,The Advance Guard,Kingsley Shacklebolt,No one's going to die.,5
3562,Harry Potter and the Order of the Phoenix,The Advance Guard,Remus Lupin,There's the second signal!,5
3563,Harry Potter and the Order of the Phoenix,The Advance Guard,Alastor Moody,"Mount your brooms, everyone. Here we go!",5
3564,Harry Potter and the Order of the Phoenix,The Advance Guard,Alastor Moody,"The third signal, everyone. Let's",5
3565,Harry Potter and the Order of the Phoenix,The Advance Guard,Alastor Moody,Stay in formation!,5
3566,Harry Potter and the Order of the Phoenix,The Advance Guard,Alastor Moody,We need more height!,5
3567,Harry Potter and the Order of the Phoenix,The Advance Guard,Alastor Moody,Contacts to the south!,5
3568,Harry Potter and the Order of the Phoenix,The Advance Guard,Kingsley Shacklebolt,"Mad-eye! You, Tonks, and Lupin take Harry! We'll slow them down!",5
3569,Harry Potter and the Order of the Phoenix,The Advance Guard,Remus Lupin,"There's the other one, Alastor!",5
3570,Harry Potter and the Order of the Phoenix,The Advance Guard,Harry Potter,Expecto--!,5
3571,Harry Potter and the Order of the Phoenix,The Advance Guard,Remus Lupin,"Harry, leave it to us!",5
3572,Harry Potter and the Order of the Phoenix,The Advance Guard,Harry Potter,No!,5
3573,Harry Potter and the Order of the Phoenix,The Advance Guard,Remus Lupin,"""Expecto Patronum!'",5
3574,Harry Potter and the Order of the Phoenix,The Advance Guard,Remus Lupin,Get Harry to the safe house!,5
3575,Harry Potter and the Order of the Phoenix,The Advance Guard,Alastor Moody,"Come on, Potter! Keep moving!",5
3576,Harry Potter and the Order of the Phoenix,The Advance Guard,Harry Potter,But I can help!,5
3577,Harry Potter and the Order of the Phoenix,The Advance Guard,Alastor Moody,"Potter, getting yourself killed won't do a thing. Now move!",5
3578,Harry Potter and the Order of the Phoenix,The Advance Guard,Alastor Moody,"We're not far, now!",5
3579,Harry Potter and the Order of the Phoenix,The Advance Guard,Alastor Moody,Did you get rid of them?,5
3580,Harry Potter and the Order of the Phoenix,The Advance Guard,Kingsley Shacklebolt,"They're gone, Alastor.",5
3581,Harry Potter and the Order of the Phoenix,The Advance Guard,Nymphadora Tonks,We're there!,5
3582,Harry Potter and the Order of the Phoenix,The Advance Guard,Alastor Moody,Prepare for descent! Form up around Harry!,5
3583,Harry Potter and the Order of the Phoenix,"Number Twelve, Grimmauld Place",Remus Lupin,"Stay here, Harry.",5
3584,Harry Potter and the Order of the Phoenix,"Number Twelve, Grimmauld Place",Kingsley Shacklebolt,Clear!,5
3585,Harry Potter and the Order of the Phoenix,"Number Twelve, Grimmauld Place",Alastor Moody,"Right, Harry, this way.",5
3586,Harry Potter and the Order of the Phoenix,"Number Twelve, Grimmauld Place",Alastor Moody,"Here, read this.",5
3587,Harry Potter and the Order of the Phoenix,"Number Twelve, Grimmauld Place",Alastor Moody,"Come on, inside. Hurry.",5
3588,Harry Potter and the Order of the Phoenix,"Number Twelve, Grimmauld Place",Remus Lupin,"Get in, quick, Harry. Don't touch anything.",5
3589,Harry Potter and the Order of the Phoenix,"Number Twelve, Grimmauld Place",Walburga Black,"Filth! Scum! Half-breeds, mutants, freaks, begone from this place! How dare you befoul the house of my fathers?!",5
3590,Harry Potter and the Order of the Phoenix,"Number Twelve, Grimmauld Place",Sirius Black,"Shut up, you miserable old hag! Quiet!",5
3591,Harry Potter and the Order of the Phoenix,"Number Twelve, Grimmauld Place",Walburga Black,"Blood traitor, abomination, shame of my flesh!",5
3592,Harry Potter and the Order of the Phoenix,"Number Twelve, Grimmauld Place",Harry Potter,Was that your--?,5
3593,Harry Potter and the Order of the Phoenix,"Number Twelve, Grimmauld Place",Sirius Black,"Mother, yes. Dear old mum.",5
3594,Harry Potter and the Order of the Phoenix,"Number Twelve, Grimmauld Place",Harry Potter,But...why here?,5
3595,Harry Potter and the Order of the Phoenix,"Number Twelve, Grimmauld Place",Molly Weasley,"Hello, Harry dear.",5
3596,Harry Potter and the Order of the Phoenix,"Number Twelve, Grimmauld Place",Harry Potter,Mrs. Weasley!,5
3597,Harry Potter and the Order of the Phoenix,"Number Twelve, Grimmauld Place",Molly Weasley,"Sirius, the meeting is about to start!",5
3598,Harry Potter and the Order of the Phoenix,"Number Twelve, Grimmauld Place",Sirius Black,Right.,5
3599,Harry Potter and the Order of the Phoenix,"Number Twelve, Grimmauld Place",Molly Weasley,"Harry, dear, go on upstairs-— quietly, if you please. They're all up there.",5
3600,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Hermione Granger,Harry!,5
3601,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Ron Weasley,"Let him breathe, Hermione!",5
3602,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Hermione Granger,"Oh, Harry! We've missed you! Are you furious with us, I bet you are!",5
3603,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Ron Weasley,"Good to see you, mate.",5
3604,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Hermione Granger,"Come on, inside.",5
3605,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Hermione Granger,"Sorry we haven't written, Harry, but Dumbledore made us promise not to.",5
3606,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Ron Weasley,"We wanted to, mate, we really did, but he thought they would get intercepted. There is an awkward silence.",5
